,Compound,Date,Negative,Neutral,News_Source,Positive,Tweets Ago
0,0.033628,Tue Apr 10 16:50:39 +0000 2018,0.07342,0.8454100000000001,@BBC,0.08126,100
1,0.11082600000000001,Tue Apr 10 16:50:46 +0000 2018,0.021079999999999998,0.9202400000000001,@CBS,0.05869,200
2,0.004161000000000019,Tue Apr 10 17:06:35 +0000 2018,0.06591,0.8552199999999999,@CNN,0.07885999999999999,300
3,-0.014541000000000012,Tue Apr 10 10:38:59 +0000 2018,0.06572,0.8713299999999999,@Fox,0.06297000000000001,400
4,-0.4004999999999999,Sun Apr 08 21:09:39 +0000 2018,0.3786666666666667,0.552,@New York times,0.06933333333333333,403
